,Titular,URL,Usuari,Entrada,Meneos,Clics,Comentaris,Vots Positius,Vots Anònims,Vots Negatius,Categoria,Karma,Data Submissió
200, Vox pincha en Vallecas y la policía carga contra periodistas ,https://www.elsaltodiario.com/extrema-derecha/vox-pincha-en-vallecas-mil-antifascistas-boicotean-su-acto,KeepYourCoins,"En medio de un fuerte dispositivo de antidisturbios, el acto de los dirigentes de Vox en Vallecas concita la respuesta de varios centenares de antifascistas.",599,4632,119,282,317,42,actualidad,555,07-04-21 20:33
201, El FMI propone un alza temporal de impuestos a rentas altas y patrimonios para sufragar la crisis ,https://cincodias.elpais.com/cincodias/2021/04/07/economia/1617796659_926661.html,pazmegayok,"La pandemia del Covid-19 ha hecho saltar las costuras de las cuentas públicas del grueso de países del planeta al obligarles a multiplicar el gasto público mientras sufrían severas pérdidas de recaudación. Como resultado, déficit y deuda se han disparado alcanzando máximos históricos en muchos casos, lo que preocupa al Fondo Monetario Internacional, que hoy ha instado a comenzar a tomar medidas para reconducir los desequilibrios presupuestarios.",560,862,77,253,307,0,actualidad,339,07-04-21 14:24
202," Un buitre negro de Pirineos, primera ave carroñera intoxicada por diclofenaco que se detecta en Europa ",https://www.europapress.es/sociedad/medio-ambiente-00647/noticia-buitre-negro-pirineos-primera-ave-carronera-intoxicada-diclofenaco-detecta-europa-20210406181752.html,jpablo,"Un buitre negro nacido en 2020 en la colonia de la Reserva Nacional de Caza de Boumort (Prepirineo de Lleida) ha sido la víctima del primer caso que se registra en España y en Europa de intoxicación de un ave carroñera por diclofenaco, según ha informado Grefa.",272,2084,36,131,141,0,actualidad,329,07-04-21 11:38
203, El TAS confirma el bronce de Ruth Beitia nueve años después de Londres 2012 ,https://www.20minutos.es/deportes/noticia/4647985/0/ruth-beitia-bronce-londres-2012/,ChanVader,"La española Ruth Beitia, actual campeona olímpica de salto de altura, ha sido confirmada como medallista de bronce en los Juegos de Londres 2012 una vez que el Tribunal de Arbitraje Deportivo (TAS) ha confirmado la suspensión de la rusa Svetlana Shkolina. La plusmarquista española de salto de altura, ya retirada, es la única atleta española medallista olímpica en más de una ocasión.",301,951,51,145,156,2,actualidad,410,07-04-21 17:15
204, La EMA insta a seguir vacunando con AstraZeneca ,https://cadenaser.com/ser/2021/04/07/internacional/1617797771_697972.html,pablova,La EMA mantiene que los beneficios de la vacuna AstraZeneca siguen siendo superiores a los riesgos,234,856,212,130,104,7,actualidad,409,07-04-21 16:45
205," Comunicado conjunto: PSOE, Más Madrid y Podemos piden no ir a un acto ""provocador"" ",https://www.elespanol.com/espana/madrid/20210407/vallecas-bienvenida-vox-psoe-madrid-podemos-no/571943293_0.html,Inutil,"Las tres formaciones piden ""no caer en ninguna provocación"" que pueda servir a la formación de extrema derecha para darse ""mayor publicidad"", recordando que los de Santiago Abascal ""están al borde de perder su representación"" en la Asamblea de Madrid. El CIS otorga a Vox 9 escaños y el 5,4% de los votos, sólo cuatro décimas por encima del límite para tener representación",380,1603,137,177,203,6,politica,383,07-04-21 13:49
206," El mapamundi más grande de la antigüedad acaba de ser restaurado, y navegar por él es una delicia ",https://es.gizmodo.com/el-mapamundi-mas-grande-de-la-antiguedad-acaba-de-ser-r-1846633732,ElLocoDelMolino,"En el año de nuestro señor de 1587, el cartógrafo Urbano Monte dibujó a mano el mapamundi más grande y detallado de la época. Las 60 páginas que lo forman nunca llegaron a mostrarse unidas. Un equipo de la Universidad de Stanford acaba de hacerlo. Una vez montado el mapamundi de Urbano Monte mide algo más de tres metros de diámetro. Pero el tamaño no es su único mérito. Hoy su distribución de las provincias y la forma de los países nos resulta graciosa, pero sus hitos están dibujados con notable precisión y detalle para la época.",182,6540,25,99,83,2,cultura,388,07-04-21 16:27
207, De Biden al FMI: el impuesto mínimo global a empresas llega para luchar contra la elusión fiscal ,https://www.elsaltodiario.com/fraude-fiscal/biden-fmi-sanchez-impuesto-minimo-global-empresas-luchar-contra-elusion,KeepYourCoins,,356,1225,85,141,215,2,mnm,372,06-04-21 19:52
208, Catalunya vuelve al confinamiento comarcal a partir de este jueves a media noche ,https://www.lavanguardia.com/vida/20210407/6633444/cataluna-confinamiento-comarcal-procicat.html,jacktorrance,"Catalunya volverá al confinamiento comarcal a partir del próximo jueves, 8 de abril, a media noche. El Procicat (Pla Territorial de Protecció Civil de Catalunya) celebrará este miércoles una reunión de carácter urgente para evaluar las posibles medidas restrictivas tras la incertidumbre de Semana Santa, según ha confirmado La Vanguardia. La principal restricción que se prevé aprobar es el retorno al confinamiento comarcal, que fue levantado el 15 de marzo para los desplazamientos realizados en un mismo grupo burbuja de convivencia.",229,1062,122,114,115,4,actualidad,377,07-04-21 13:49
209, Así despacha la Comunidad de Madrid a una señora que no puede desplazarse 150 km para vacunarse (Audio) ,https://www.lasexta.com/noticias/nacional/audio-asi-despacha-la-comunidad-de-madrid-a-una-senora-que-no-puede-desplazarse-150-km-para-vacunarse-si-usted-no-quiere-le-pongo-aqui-que-no-quiere_20210407606d77d535c2440001c387ad.html,joanipani,laSexta ha tenido acceso a una grabación en la que una operadora de la Consejería de Sanidad de Madrid atiende la llamada de una señora que dice que tiene problemas de movilidad y que no puede desplazarse hasta el Isabel Zendal (a 150 km de su domicilio) para vacunarse. Un audio que avanzamos en primicia sobre,795,8484,307,315,480,19,actualidad,521,07-04-21 16:30
210, Desvelan la identidad de los 47 millones de amigos de Juan Carlos I que han financiado su regularización fiscal ,https://www.elmundotoday.com/2021/04/desvelan-la-identidad-de-los-47-millones-de-amigos-de-juan-carlos-i-que-han-financiado-su-regularizacion-fiscal/,luspagnolu,"El rey emérito Juan Carlos I pagó en febrero a Hacienda 4.395.901,96 de euros, la segunda regularización fiscal por rentas no declaradas durante varios ejercicios, que suman más de ocho millones de euros de pagos en especie.",730,1540,31,296,434,10,ocio,554,07-04-21 16:03
211," Agustín Conde, vetado de por vida en el Consejo de Europa, en la lista de Ayuso ",https://www.lavanguardia.com/local/madrid/20210407/6633062/agustin-conde-listas-ayuso-vetado-consejo-europa.html,Tiopio,"El exalcalde de Toledo que, al igual que ocurre con Cantó podría haber sido inscrito en la lista electoral de los populares sin cumplir el requisito de estar empadronado en la Comunidad de Madrid antes del 1 de enero de 2021, figura como número 23 del equipo de Ayuso. Llega a Madrid tras una dilatada trayectoria política en Castilla y León, pero también con algunos puntos negros. ""Agustín Conde tiene vetado de por vida el acceso a instalaciones del Consejo de Europa por varios escándalos de corrupción"".",793,1261,62,281,512,5,actualidad,440,07-04-21 13:47
212, Los sorprendentes dibujos de Prangey sobre la Mezquita-Catedral de Córdoba hacia 1839 ,https://theconversation.com/los-sorprendentes-dibujos-de-prangey-sobre-la-mezquita-catedral-de-cordoba-hacia-1839-158142,Ripio,"La Mezquita-Catedral de Córdoba, un monumento incluido en la lista de Patrimonio Mundial de la Unesco, cuenta con un valioso legado de imágenes previas a la aparición de la fotografía. Entre ellas cabe destacar las bellas perspectivas interiores publicadas en 1839 por Joseph-Philibert Girault de Prangey (1804-1892), un destacado dibujante, pionero de la fotografía y estudioso de la arquitectura islámica.",177,3420,10,79,98,0,cultura,388,07-04-21 09:51
213," Baviera firmará un pre-acuerdo para comprar 2,5 millones de vacunas Sputnik a la espera de la autorización europea ",https://www.elindependiente.com/internacional/2021/04/07/la-region-alemana-de-baviera-compra-25-millones-de-vacunas-sputnik-a-la-espera-de-la-autorizacion-europea/,Meneador_Compulsivo,"El estado alemán de Baviera firmará un pre-acuerdo para comprar 2,5 millones de dosis de la vacuna rusa Sputnik, condicionado a que las autoridades europeas aprueben su uso. Ha habido una «prenegociación» con las autoridades rusas para recibir esos suministros, que quedan supeditados a las decisiones de la Agencia Europea del Medicamento (EMA), indicó el primer ministro del «Land», Markus Söder. El preacuerdo se firmará previsiblemente hoy, a la espera de que sea emitida la mencionada autorización europea.",273,426,133,122,151,0,actualidad,431,07-04-21 15:11
214, Condenada a 540 euros de multa y 2 años de alejamiento por acosar a un hombre tras ofrecerle sexo a cambio de trabajo ,https://www.diariodemallorca.es/sucesos/2021/04/06/condenada-acosar-hombre-ofrecerle-sexo-46119803.html,Meneador_Compulsivo,"Una mujer ha sido condenada en Palma por acosar durante casi dos años a un hombre tras ofrecerle sexo a cambio de un puesto de trabajo. La acusada hostigó a la víctima enviándole mensajes, regalos, cartas románticas, regalos y ropa interior. La fiscalía imputó a la mujer un delito de acoso y reclamó para ella una condena de 1 año de cárcel y 5 años de alejamiento. La mujer reconoció los hechos y ha aceptado una multa de 540€ y 2 años de alejamiento tras un acuerdo entre su abogado y la fiscalía, que rebajó su petición de pena.",347,2124,121,145,202,28,actualidad,407,07-04-21 14:52
215," La historia de Gudrid Thorbjarnardóttir, madre del primer europeo nacido en América según las sagas vikingas ",https://www.labrujulaverde.com/2021/04/la-historia-de-gudrid-thorbjarnardottir-madre-del-primer-europeo-nacido-en-america-segun-las-sagas-vikingas,ccguy,"Las fuentes documentales para conocer este tema son las llamadas Sagas Vinland. Una es la Saga de Erik el Rojo, una obra del siglo XIII que narra el viaje de un grupo de vikingos noruegos desde Islandia hacia el oeste, con el descubrimiento y colonización de Groenlandia primero y Vinland después. El protagonista del primer periplo es el que da nombre a la obra, Erik Thorvaldsson, alias el Rojo (aunque es posible que otros escandinavos llegaran a la isla antes que él, fracasando, eso sí, en establecerse), mientras que el del segundo (...)",122,1174,29,67,55,1,cultura,415,07-04-21 09:22
216," La lenta agonía de una casa de niños pública y gratuita en Leganés: ""Están dejando morir el proyecto"" ",https://www.eldiario.es/madrid/muerte-lenta-escuela-infantil-publica-madrid_1_7381455.html,Inutil,"Este modelo, parecido a las escuelas infantiles y dependiente de los ayuntamientos, sobrevive precariamente en Leganés, donde las familias denuncian el adelgazamiento de la plantilla hasta casi desaparecer este curso.",472,1449,39,185,287,3,actualidad,399,07-04-21 07:30
217, Todo listo para el vuelo de Ingenuity en Marte ,https://danielmarin.naukas.com/2021/04/06/todo-listo-para-el-vuelo-de-ingenuity-en-marte/,ccguy,"El primer helicóptero destinado a volar en otro mundo ya está listo para comenzar su aventura. Ingenuity fue depositado en la superficie del cráter Jezero por el rover Perseverance el 3 de abril de 2021, durante el Sol 44 de la misión. El pequeño helicóptero se soltó desde la panza del rover y cayó los 13 centímetros que lo separaban del suelo marciano. En los días precedentes se había desplegado poco a poco mientras colgaba de la barriga de Perseverance. El proceso comenzó el 21 de marzo con la expulsión de la cubierta que había protegido (..)",249,2113,50,166,83,2,ciencia,389,06-04-21 04:14
218, Otra popular youtuber japonesa resulta ser un señor con peluca y pechos postizos ,https://es.gizmodo.com/otra-popular-youtuber-japonesa-resulta-ser-un-senor-con-1846633353,Fantabuloso_contrincario,,274,12557,110,127,147,23,ocio,428,07-04-21 12:27
219," Debacle interna de VOX en toda España: Denuncias en Canarias, abandonos en Málaga, Extremadura, Murcia y Alicante ",https://elcierredigital.com/realidad-autonomica/669466979/debacle-local-vox-denuncias-canarias-malaga-extremadura-murcia-alicante.html,Protochoc,"VOX se desmiembra, se deshace a nivel local, se rompe en ayuntamientos y en comunidades autónomas. Detrás de tantas dimisiones en Canarias, Murcia, Alicante o Extremadura se encuentra la gestión de Javier Ortega-Smith, encargado de la secretaría de Organización, cuya gestión salpicará inevitablemente a Santiago Abascal. Todos los concejales y candidatos que dimiten se van con acusaciones de ""partido antidemocrático"".",930,2882,166,363,567,18,politica,377,07-04-21 09:25
220," Las residencias de Madrid están a la cabeza en muertos por número de usuarios, un 53% superior a la media ",https://www.lavanguardia.com/vida/20210406/6629471/residencias-madrid-cabeza-muertos-numero-usuarios.html,albertiño12,"Desde el inicio de la pandemia ha habido 30.000 muertos en estos centros. Pero este no sería un número real, pues muchos de los fallecidos en el momento más crítico de la primera ola en los geriátricos no se achacaron al coronavirus al no existir prueba diagnóstica. Se estima que el 43,3% de los muertos por coronavirus en España en los últimos doce meses eran usuarios de residencias. En las residencias de Madrid la incidencia de defunciones es casi un 53% superior a la media de muertos registrados en geriátricos de España.",795,802,85,340,455,8,actualidad,405,07-04-21 10:44
221," Propinas en EEUU: una historia terrible de precariedad, explotación, racismo y robo salarial (Hilo Twitter) ",https://twitter.com/Shine_McShine/status/1379373035246006272?s=20,MLeon,"Todo el mundo recuerda la escena de Reservoir Dogs en el que los protagonistas discuten sobre si dejarle propina o no a la camarera. Y es que 12 millones de trabajadores en EEUU son lo que se llama ""tipped employees"", o trabajadores por propinas.",499,5315,152,195,304,9,actualidad,369,07-04-21 10:35
222, ¿Es legal mantener los cierres perimetrales y el toque de queda cuando termine el estado de alarma? ,https://www.expansion.com/juridico/actualidad-tendencias/2021/04/06/606c896e468aeb947c8b458c.html,me_joneo_pensando_en_ti,"Según los juristas se regresaría a la situación anterior y por lo tanto las comunidades autónomas sólo pueden adoptar ""medidas ordinarias"" en materia de sanidad. No obstante, indican que para situaciones graves pueden llegar a limitar derechos fundamentales, pero sólo en casos muy definidos e individualizados valiéndose de la Ley Orgánica de Medidas Especiales en Materia de Salud Pública de 1986.",207,1732,115,104,103,0,actualidad,346,06-04-21 20:27
223, Asturias. Salud descarta que la vacuna causara la trombosis de la mujer ingresada en Mieres ,https://www.elcomercio.es/asturias/coronavirus-asturias-salud-descarta-vacuna-astrazeneca-trombosis-paciente-mieres-20210407001236-ntvo.html,Lonnegan,"La Consejería de Salud descartó ayer que la trombosis sufrida por la mujer asturiana de 55 años ingresada en Mieres sea del tipo cerebral de senos venosos, es decir, del tipo que algunos científicos relacionan con la vacuna de AstraZeneca. La paciente, confirmaron fuentes sanitarias, presenta una buena evolución y permanece ingresada en el Hospital Álvarez-Buylla.",254,399,122,139,115,7,actualidad,399,07-04-21 09:04
224, Filtración de datos de Linkedin: 500 millones de cuentas vulneradas (2021) ,https://www.adslzone.net/noticias/seguridad/500-millones-cuentas-linkedin-filtracion-2021/,rodda2206,"Los datos de 500 millones de usuarios de LinkedIn han sido recopilados y están a la venta en Internet. La base de datos de la web para buscar trabajo ha sido descubierta por CyberNews, donde además los hackers han ofrecido un registro de 2 millones de personas como prueba de la existencia de la base de datos. Los datos han sido puestos a la venta en RaidForums, igual que los de Facebook. En este caso, el dueño de los datos está pidiendo al menos cifras de 4 dígitos por los datos como mínimo a cambio de la base de datos completa.",290,3722,101,119,171,0,tecnología,420,07-04-21 10:07
225, Se suspende la vacunación de AstraZeneca en toda Castilla y León ,https://www.lagacetadesalamanca.es/castilla-y-leon/se-suspende-la-vacunacion-de-astrazeneca-en-toda-castilla-y-leon-XB7146606,areska,"Tras la reunión del PRAC de la EMA para analizar las vacunas de AstraZeneca y la coagulación sanguínea de estas, y aplicando el principio de precaución, se suspende provisionalmente la vacunación con AstraZenca en todos los puntos de Castilla y León.",301,1111,151,139,162,0,actualidad,432,07-04-21 09:54
226," “Subirse al carajo”, “chupar unas pollas” o “coger el tranvía”: expresiones del español que dan lugar a malentendidos ",https://elpais.com/cultura/2021-04-06/subirse-al-carajo-chupar-unas-pollas-o-coger-el-tranvia-expresiones-del-espanol-que-dan-lugar-a-malentendidos.html,mrsombra,"A un español no le debe extrañar que un mexicano de Monterrey le proponga, como muestra de amistad, salir a chupar unas pollas. Ni tampoco hay que arrugar el entrecejo porque en Perú se diga que alguien perdió la virginidad con una polilla (prostituta). Son dos de los ejemplos por los que la lengua española es, en su unidad, tan rica y diversa según el país que se pise. De ello se ocupa el libro Lo uno y lo diverso, editado por el Instituto Cervantes y Espasa, presentado este martes en la sede de la institución en Madrid. En esta obra se ha inv",139,3645,74,61,78,1,cultura,410,06-04-21 15:16
227," Para enfriar sus servidores Microsoft los está sumergiendo en un líquido, un líquido hirviendo ",https://www.xataka.com/energia/para-enfriar-sus-servidores-microsoft-esta-sumergiendo-liquido-liquido-hirviendo,Yorga77,"Uno de los mayores retos a los que se enfrentan las empresas que ofrecen almacenamiento o computación en la nube es la temperatura. Los centros de datos y procesadores en serie a menudo alcanzan temperaturas altísimas que merman su rendimiento. ¿La última solución de Microsoft? Sumergirlos en un líquido que refrigere los servidores, solo que este líquido está hirviendo.",148,8269,56,86,62,5,tecnología,399,07-04-21 09:11
228, La CIA conmemora la vez que armó a los Muyahidines de Afganistán para derribar los Mil Mi-24 sovieticos ,https://twitter.com/CIA/status/1379437049728659459,Viriatox,,265,1517,102,141,124,2,politica,365,06-04-21 23:08
229," Muere por coronavirus Henry Stephen, el intérprete de ""Limón, limonero"" ",https://www.20minutos.es/noticia/4646483/0/muere-por-coronavirus-henry-stephen-el-interprete-de-limon-limonero/,ewok,"El popular cantante venezolano Henry Stephen ha muerto a los 79 años, tras permanecer varios días hospitalizado como consecuencia de la Covid-19.  Ha sido el ministro de Cultura de Venezuela, Ernesto Villegas, quien dio la triste noticia en las redes sociales, destacando su legado artístico.  Stephen era oriundo de Cabimas, Zulia. Pionero del rock and roll en el país.",207,1448,29,107,100,1,cultura,402,07-04-21 03:19
230, Me negué a convertirme en informante del FBI y el gobierno me puso en la lista de exclusión aérea [en] ,https://www.aclu.org/news/national-security/i-refused-to-become-an-fbi-informant-and-the-government-put-me-on-the-no-fly-list/,Remenad0r,"Insistí repetidamente en que no quería trabajar para el FBI, pero siguieron aumentando la presión. [...] Con el tiempo, los agentes del FBI me dijeron que enfrentaba una elección: podía quedarme en Estados Unidos y convertirme en informante, y sus sospechas sobre mí ""desaparecerían"", o podría abandonar el país. Si me quedaba y no me convertía en informante, mi familia y yo estaríamos sujetos a más vigilancia e investigación, amenazando específicamente con llegar a mi familia, amigos y empleador.",360,2525,36,154,206,1,actualidad,378,07-04-21 01:33
231, EEUU lanza aranceles a la industria eólica de España por 'dumping' y negarse a colaborar ,https://www.elconfidencial.com/empresas/2021-04-06/eeuu-lanza-aranceles-industria-eolica-espanola-negarse-cooperar-investigacion-dumping_3020780/,pablisako,"La Administración de Joe Biden, a través del Departamento de Comercio de EEUU, ha determinado que firmas como Vestas, Acciona o Siemens Gamesa exportan con un margen de 'dumping' del 73%",427,2709,114,183,244,1,actualidad,346,06-04-21 11:59
232,Guía visual de las vacunas contra el Covid-19,https://www.meneame.net/story/guia-visual-vacunas-contra-covid-19,Ergo,,191,14020,135,107,84,2,vacúname,385,05-04-21 10:02
233," ""Por esto los búhos no vuelan cuando llueve"": las fotos virales de un ave rescatada tras ser lavada ",https://www.20minutos.es/gonzoo/noticia/4643767/0/por-esto-buhos-no-vuelan-cuando-llueve-fotos-virales-ave-rescatada-lavada/,lmd040892,"Se trata de un 'nínox maorí', una especie  de búho endémica de Oceanía.",244,10001,53,132,112,3,ciencia,339,06-04-21 09:18
234," Toque de queda, confinamientos... las medidas que decaerían si se pone fin al estado de alarma el 9 de mayo ",https://www.20minutos.es/noticia/4647039/0/medidas-que-decaerian-fin-del-estado-de-alarma-mayo/,Currela,"Una vez decaiga el estado de alarma, las medidas ya no se adoptarán partiendo de las disposiciones del Real Decreto Ley (y, por tanto, del criterio directo del Gobierno), sino que será el Consejo Interterritorial del Sistema Nacional de Salud el órgano encargado de aplicar las restricciones que considere necesarias para abordar la situación epidemiológica.  Dejarán de estar en vigor, automáticamente, las medidas obligatorias que se establecieron en el actual estado de alarma, y que afectan fundamentalmente a movilidad,ocio, y actividad nocturna",191,3429,157,95,96,0,actualidad,370,06-04-21 18:37
235, Julian Assange no será extraditado ,https://espadanegra.net/?seccion=vt&asu=12925,Desecrator,"Para quien no conozca el nombre de Julian Assange este es el fundador de Wikileaks y junto a Edward Snowden y Chelsea Manning (anteriormente Edward Manning), uno de los reveladores de secretos mas conocidos; a este hombre debemos no solo la existencia de Wikileaks, portal y organización dedicada a desvelar los crímenes de los estados, corporaciones e hijos de puta poderosos en general. A Julian Assange debemos el ser capaces de conocer y tener pruebas de gran cantidad de crímenes de guerra.",737,1749,24,290,447,11,politica,364,06-04-21 17:35
236, Polémica actuación policial en Oviedo hacia un menor ,https://www.telecinco.es/informativos/sociedad/polemica-actuacion-policial-oviedo-madre-abusivo-racista-hijo_18_3118245313.html?fbclid=IwAR0r_7zP9tpHvLIuLh-DSr_XpZUmeRVTEbVwO6qquDobPGBBvzJWBADaOkk,Verdaderofalso,"Polémica detención de un menor de 14 años en un parque de Castrillón, en Asturias.  La madre piensa denunciar los hechos y acusa al agente de actuar de forma racista. Hasta tal punto llegó el revuelo que una vecina que observó los hechos se acercó hasta el parque para recriminar a los agentes la actuación y, después, consoló al menor.",403,6514,194,179,224,6,actualidad,378,06-04-21 22:13
237," O dimite, o la cesan. La Consejera de Educación se niega a vacunarse ",https://blogs.laopiniondemurcia.es/miguel-hernandez/2021/04/06/o-dimite-o-la-cesan-la-consejera-de-educacion-se-niega-a-vacunarse/?fbclid=IwAR0PBMIZcMrKiF8BKE8A_ykHJBG2R8P5ufBwjckrrMhPMgnEwnRPncZSsKU,Ratoncolorao,"Que Campuzano sea una negacionista y antivacunas no es un problema, pero que la consejera de Educación se niegue a vacunarse mientras miles de profesores lo hacen para que acabe esta pesadilla solo tiene una salida: o dimite, o la cesan.",973,3413,229,330,643,12,politica,433,06-04-21 23:11
238, La comunidad musulmana pide saltarse el toque de queda en el Ramadán ,https://www.elperiodico.com/es/sociedad/20210406/comunidad-musulmana-saltar-ramadan-11637732,er11s111,"La Asociación Watani para la Libertad y la Justicia, que agrupa a la comunidad musulmana de Lérida, ha pedido formalmente al ayuntamiento de la ciudad poder saltarse el toque de queda nocturno durante los 30 días que dura el Ramadán.",431,1397,167,197,234,3,actualidad,399,06-04-21 21:48
239," CCOO denuncia el ninguneo de los ""Telediarios"" a Pablo Iglesias ",https://www.elconfidencial.com/television/programas-tv/2021-04-06/ccoo-denuncia-ninguneo-pablo-iglesias-unidas-podemos_3021975/,anasmoon,,1146,1495,212,448,698,12,actualidad,444,06-04-21 21:18
240," Vecinos de la mujer encerrada dos años: ""Puse corcho en la pared por el ruido"" ",https://amp.lainformacion.com/asuntos-sociales/vecino-mujer-encerrada-dos-anos-marido-corcho-pared-ruidos/2834398/,Ratoncolorao,"""Era una pareja conflictiva"". Su marido la dejaba en el estudio de poco más de 30 metros cuadrados encerrada con llave cuando se iba a trabajar. Pidió auxilio a través de un amigo de Alicante, que alertó a la policía.",317,5074,90,138,179,5,actualidad,417,06-04-21 19:23
241, Europa Press condenada a rectificar una noticia sobre la web ROJADIRECTA ,https://threadreaderapp.com/thread/1379468422183014401.html,baraja,,319,1212,13,147,172,1,actualidad,482,06-04-21 18:33
242, Una máquina de escribir manual que funciona mediante reconocimiento automático de voz ,https://www.microsiervos.com/archivo/hackers/maquina-escribir-manual-reconocimiento-automatico-voz.html,ElLocoDelMolino,Este invento de Zip Zaps es un mecanismo que permite escribir al dictado mediante reconocimiento automático de voz en una vieja máquina de escribir Smith Corona Galaxie Twelve de 1973. Es tan sencillo –o tan complicado– como suena. El resultado es una combinación de alta y baja tecnología en la que algoritmos de reconocimiento corriendo como software en un ordenador acaban produciendo el tradicional sonido mecánico de las pulsaciones y el impacto sobre el papel.Todo el mecanismo se controla con una placa Arduino y una Pololu con Big Easy Driver,118,1582,17,65,53,0,tecnología,449,06-04-21 18:27
243, Por qué los casos de covid-19 son récord en Chile cuando el país tiene el 45% de su población vacunada ,https://elpais.com/sociedad/2021-04-06/por-que-los-casos-de-covid-19-son-record-en-chile-cuando-el-pais-tiene-el-45-de-su-poblacion-vacunada.html,pablisako,Los casos suben tres veces más rápidos que en el peor momento de la primera ola del año pasado y quedan menos de 170 camas UCI disponibles,263,8796,151,116,147,2,actualidad,389,06-04-21 16:39
244, Facebook e Instagram bloquean la cuenta de Otegi por su mensaje sobre Madariaga ,https://www.naiz.eus/eu/info/noticia/20210406/facebook-e-instagram-bloquean-la-cuenta-de-otegi-por-su-mensaje-sobre-madariaga,News333,"El coordinador de EH Bildu, Arnaldo Otegi, ha denunciado esta tarde en Twitter que sus cuentas de Facebook e Instagram han sido bloqueadas 24 horas",244,3884,193,117,127,3,actualidad,412,06-04-21 19:01
245, La historia de la imagen que plasma la que probablemente fuese la mayor concentración de genios de la historia ,https://www.xataka.com/otros/historia-imagen-que-plasma-que-probablemente-fuese-mayor-concentracion-genios-historia-1,NubisMusic,"Que las hazañas y momentos históricos de los últimos cincuenta años queden plasmados en una instantánea no es del todo extraño, teniendo en cuenta la generalización y normalización de las cámaras, pero no era algo tan habitual a principios del siglo XX. Aunque el milagro sucedió en 1927 al reunir a figuras como Albert Einstein, Erwin Schrödinger o Marie Curie en una sola fotografía.",247,5695,65,114,133,4,cultura,440,06-04-21 14:01
246, Rompe la nariz a una mujer que le pidió que se pusiera bien la mascarilla en Gijón ,https://www.lavozdeasturias.es/noticia/gijon/2021/04/06/rompe-nariz-mujer-pidio-pusiera-bien-mascarilla-gijon/00031617719860457448224.htm,Verdaderofalso,"El hombre, de 62 años y que contaba con antecedentes policiales por malos tratos en el ámbito familiar, fue detenido acusado de un delito de lesiones",471,1880,70,190,281,1,actualidad,428,06-04-21 19:05
247," Política, fe y vacunación: el rechazo de los evangélicos blancos a las vacunas podría prolongar la pandemia ",https://www.nytimes.com/es/2021/04/05/espanol/vacunas-religion.html,Tiopio,"Millones de adultos blancos evangélicos en Estados Unidos no tienen intención de vacunarse contra la COVID-19. En su decisión influyen los principios de la fe y la desconfianza en la ciencia. Las convicciones espirituales profundamente arraigadas o los argumentos contrafácticos pueden variar. Pero dentro del Estados Unidos blanco y evangélico, las razones para no vacunarse se han extendido tan rápidamente como el virus que los funcionarios de salud pública esperan vencer mediante la inmunidad de grupo. La oposición tiene sus raíces en una…",289,1261,57,128,161,2,actualidad,403,06-04-21 07:57
248, Cómo eran las relaciones sexuales de los neandertales ,https://www.bbc.com/mundo/vert-fut-56635630,SrYonkus,"Era un neandertal y estaba casi al desnudo. Tenía buena postura y piel pálida, quizás ligeramente enrojecida por las quemaduras solares. Alrededor de uno de sus gruesos y musculosos bíceps llevaba un brazalete de garras de águila.",153,8477,80,89,64,3,cultura,407,06-04-21 15:05
249, La Fiscalía desinfla la causa a Podemos y rechaza imputar a Belarra y la ejecutiva ,https://www.lainformacion.com/espana/fiscalia-podemos-belarra-neurona-sobresueldos/2834416/,Bauman83,El Ministerio Público presenta una batería de escritos en los que se opone también a investigar los supuestos sobresueldos y los ingresos de Monedero.,560,967,91,246,314,3,politica,420,06-04-21 10:35
